X,Y,Location_notes,Encounter_type,Date_of_observation,Comments,Review_status
-79.70116666,43.42515454,,Sighting,8/21/2017,Observed the coyotes from inside my house - there was howling and barking from outside. There were two coyotes in the middle of the street howling at other coyotes or animals I couldn't see (but could hear barking/howling back).,Complete
-79.70367022,43.39988143,,Sighting,8/18/2017,Please note that I am writing this for a co-worker who didn't know about this page. He reported that 5 coyotes came down past 2180 Marine Dr. each one a little further behind the other and all adults. This information has been verified.,Complete
-79.70216376,43.42363428,,Encounter,8/21/2017,Was at my lawn - came towards us - we quickly got in car and honked horn to scare it off. Then found 2nd one on neighbours lawn sleeping. scared them both individually back to the path to the creek behind Kinoak Arena. Both very sick with Mange.,Complete
-79.69556115,43.40266287,,Sighting,8/21/2017,Coyote sighted on driveway.,Complete
-79.67272323,43.44465377,,Sighting,8/23/2017,"Was in middle of parking lot, then ran into the bushes and green space near it (below and close to fire station).",Complete
-79.64331394,43.48213367,,Sighting,8/23/2017,One coyote sighted under the bridge at Ford Drive along the walking trails.,Complete
-79.68514994,43.42987726,,Sighting,8/23/2017,I was driving east on Lakeshore rd at 1:30 pm and the coyote was walking on the right sidewalk and turned right onto Birch Hill Lane.  Only one coyote was sighted.,Complete
-79.69883359,43.41967201,,Sighting,8/23/2017,"Dogs barking non stop
Look outside Large coyote coming down the street He continue to the kinoak path
I Guess we are not going for a walk again tonight! 6:20 last night too
2 Neighboors  called me to warn me as Well",Complete
-79.75959315,43.4107604,,Sighting,8/24/2017,Also sighting same time last night. Both times around 6:30 p.m. I have two Yorkies and am terrified for them.  Dogs in Oakville have no freedom while the coyotes have the run of the mill.  SOMETHING MUST BE DONE ABOUT THEM.  Coyote is large and skinny.,Complete
-79.69166211,43.42816611,,Sighting,8/24/2017,Daughter was driving me home. As we slowed down Coyote stopped to look at us then continued.  Not sure if it was following a few people walking their dogs but it wasn't far behind them and seemed in a hurry.  2 were sighted Trillium & Ashbury last week,Complete
-79.65901755,43.45254723,,Sighting,8/24/2017,in her backyard,Complete
-79.68199967,43.43741351,,Sighting,9/8/2017,Saw a coyote on the front lawn of 173 Margaret Drive as I drove by.  Coyote startled a bit but did not run away.  Coyote looked week with a mangy coat.,Complete
-79.70270254,43.40524965,,Sighting,9/8/2017,,Complete
-79.70213859,43.40566236,,Sighting,9/9/2017,"Hi again,  So we just observed 2 coyotes taking a pee break on our lawn ..... then sauntered off down Salvator Blvd toward Thornlea Park.
They came from Third Line, along Salvator Blvd.
This is their normal run!",Complete
-79.70077644,43.40650612,,Sighting,9/9/2017,two coyotes crossing Third line at Salvator blvd.,Complete
-79.70810748,43.40742328,,Sighting,9/9/2017,Called the humane society when I saw a sick coyote on my neighbors lawn while walking my dog. Early for him to be out and obviously has mange. I thought they were coming to get him. As of 7:30 he is still there curled up in a ball on the lawn. 269 Snowden,Complete
-79.71085798,43.41857098,,Sighting,9/10/2017,"Very bad case of mange observed, the animal did not look healthy. Second sighting of the same animal about 1 hr later accompanied by another.",Complete
-79.7156539,43.443549,,Sighting,9/10/2017,"Two crossing road on Montrose Abbey, accessing Glen Abbey Trail",Complete
-79.7108631,43.43987636,,Sighting,6/29/2017,,Complete
-79.71260698,43.44726808,,Sighting,9/13/2017,,Complete
-79.69457741,43.42486175,,Sighting,9/13/2017,"woke up at 2 am to awful sounds, was not sure what they were until I spotted a coyote walking down the middle of our street (Scott Ave) with something in its mouth, likely a cat as some of our neighbours let them outside.",Complete
-79.68183167,43.43424846,,Sighting,9/13/2017,Spotted running through the parking lot at St. Thomas Aquinas HS.,Complete
-79.66984275,43.4404665,,Sighting,9/16/2017,"Coyote, with catch in mouth, crossing the unfinished Lakeshore Road Bridge (Forsythe and Lakeshore Road).  I think that Shipyard Park (adjacent to this bridge) needs a coyote warning sign added to the DOGS MUST BE LEASHED sign, which many people ignore..",Complete
-79.70261224,43.40895082,,Sighting,9/17/2017,Coyote in our front yard. I assume that it was on the street but came in when a group of runners went by. This is the 3rd time we have seen this coyote during the day recently - recognizable because it has a lame rear leg.,Complete
-79.70317315,43.41796941,,Sighting,9/18/2017,"Again 2 coyotes were on our street again 2 doors away from our house at 8am. This is the third time in the last 6 weeks that a pair of coyotes have been on our street and the hours vary - 10pm, 3:30pm and now 8am. Very concerned bc my children walk home.",Complete
-79.70317315,43.41796941,,Sighting,9/6/2017,Two coyotes were sitting in our neighbours backyard as my children came home from school.  Once they were inside the coyotes moved to sit on our front yard.,Complete
-79.6959856,43.41870522,,Encounter,9/18/2017,A pair of coyotes sleeping on our front lawn. Second day in a row.,Complete
-79.69418089,43.42513397,,Sighting,9/19/2017,,Complete
-79.16210859,43.29631045,,Sighting,9/15/2017,"On front lawn of dwelling located at 1149 Lansdown Drive, Oakville, ON",Complete
-79.73433598,43.42468592,,Sighting,9/19/2017,Coyote sitting behind baseball diamond fence at Langtry park at 10:00 am on the path. Just watched me as i walked my 2 Labs. We turned around and went the other way as he watched us for about 3-4 minutes. Coyote was light brown and about 80 pounds.,Complete
-79.69699773,43.41053671,,Sighting,9/20/2017,"This coyote appears to be sleepy, laying on lawn, did get up when it saw me go to my car, but turned and waited to see if I was a threat then laid back down.",Complete
-79.70363417,43.4144346,,Sighting,9/20/2017,"Coyote seen on front lawn of house near children and a seniors' residence at 8:30 a.m.  The coyote was a fully-grown adult.  It did not respond to hazing. Now, the Town knows that hazing doesn't work.  Who will be liable if things go bad?",Complete
-79.69826065,43.42407009,,Sighting,9/21/2017,This coyote is sitting on our front lawn right now - our 2 dogs are in the front window and he keeps coming back to our property,Complete
-79.71332617,43.40579886,,Encounter,9/20/2017,sadfasdfasf,Complete
-79.70239649,43.45060282,,Sighting,9/21/2017,"this is a test, please disregard",Complete
-79.69695544,43.41473102,,Sighting,9/22/2017,Second time in as many days that this pair of coyotes has been patrolling Sedgewick Crescent north and west of park. Look full grown. It’s intimidating when they hunt or loiter along street.,Complete
-79.696744,43.40669903,,Sighting,9/22/2017,"As I was leaving my house the coyote came running onto our front walk from the neighbour's property.  He had a bad leg that he was limping on, and it looked like it may have open sores on it.",Complete
-79.64868485,43.4810753,,Encounter,9/21/2017,Cat always went out after breakfast. unfortunately we were up much earlier than usual.  Coyote attacked cat on boulevard in front of our house.  Found his remains on neighbour's lawn at the end of my morning walk. (security camera provided video proof),Complete
-79.70517173,43.43585264,,Sighting,9/23/2017,"1 Coyote crossed the road in front of my vehicle so I had to stop to avoid running over it. Sight hsppened on 4th line and south service road, a bit north of the rail crossing.",Complete
-79.68639542,43.42274157,,Sighting,9/23/2017,two mangy looking coyotes resting on lawn in front of house,Complete
-79.72363975,43.40141761,,Sighting,9/22/2017,,Complete
-79.7054764,43.40319198,,Sighting,9/23/2017,Injured coyote limping down middle of the road on Ulster Drive,Complete
-79.700904,43.4027025,,Sighting,9/25/2017,"This coyote is injured. Seems very skiddish. Large, Open wound on right side. Ran from Lakeshore Road to Windsor gate into parking g lot and park area",Complete
-79.63754604,43.47875273,,Sighting,9/25/2017,Coyote observed with no interaction.,Complete
-79.69201098,43.42567356,,Sighting,9/25/2017,Coyote running along the side of the road at 4th line and Rebecca (on 4th Line north of Rebecca) This is the second time I have seen it in the same spot and the same time in about the past six months.,Complete
-79.6577199,43.49802665,,Sighting,9/26/2017,,Complete
-79.69686161,43.40865093,,Sighting,9/26/2017,"Young coyote - right hind leg full,of open bleeding sores, limb Ing badly.",Complete
-79.8118598,43.5043913,,Sighting,9/27/2017,Coyote on front lawn for 10 minutes and moved into shade area and under bush.,Complete
-79.69771287,43.42316198,,Sighting,9/27/2017,Coyote on front lawn for 10 minutes and moved into shade area and under bush.,Complete
-79.6961838,43.42272752,,Sighting,9/27/2017,Coyote on front lawn for 10 minutes and moved into shade area and under bush.,Complete
-79.69771287,43.42316198,,Sighting,9/27/2017,Coyote on front lawn for 10 minutes and moved into shade area and under bush.,Complete
-79.685679,43.42217838,,Sighting,9/28/2017,1 mangy looking coyote wandering around,Complete
-79.7053108,43.40985576,,Sighting,9/25/2017,While walking down Third Line by South Oakville Centre I had noticed a very skinny coyote walking down the middle of the street.,Complete
-79.69165739,43.41923585,,Sighting,9/28/2017,,Complete
-79.65178338,43.47678299,,Sighting,9/29/2017,"Two coyotes walking together near Devon and Pinehurst, kids walking to school.",Complete
-79.68535501,43.42240593,,Sighting,9/29/2017,1 coyote wandering around property,Complete
-79.704054,43.407666,,Sighting,9/29/2017,Looked like it has mange,Complete
-79.68734907,43.42254403,,Sighting,9/29/2017,1 coyote hanging around Canada Post mail boxes,Complete
-79.70385345,43.42402324,,Sighting,8/24/2017,"A very unhealthy-looking coyote was spotted crossing Bridge Road, across from Brookdale Pool (1215 Bridge Road). This coyote is very mangy and is running around in broad daylight. This coyote has been spotted in the area many times.",Complete
-79.70087261,43.42409778,,Sighting,8/24/2017,Coyote sighting on Sherwood Court Oakville L6L2S6 at 2 - 3 pm,Complete
-79.6926548,43.42403634,,Sighting,8/25/2017,2 medium sized coyotes heading north along Maplehurst Avenue this evening.,Complete
-79.72559492,43.46132313,,Sighting,8/25/2017,Spotted a coyote on Neyagawa heading into WOODLANDS: SHANNON CREEK TRAIL SOUTH - 2 at 7:20 am this morning.,Complete
-79.70217776,43.4235767,,Sighting,8/25/2017,Same 2 very ill coyotes were on my lawn when I came out this morning for work. The darker one bleeding very badly from it's front left leg. I reported this sighting to Humane Society due to how injured the one was.,Complete
-79.70122147,43.42280986,,Sighting,8/25/2017,2 coyotes sighted on Wood Place at 9:30AM. One is moving about on what appears to be searching probably for food.  The other is lying down on the lawn at 1207 Wood Place.,Complete
-79.70168041,43.42532239,,Encounter,8/25/2017,2 nights ago they were on my lawn at 3:00 am howling.  This morning I woke up to 2 of them sleeping on the lawn.  When I opened the front door they left.,Complete
-79.69134428,43.43089062,,Sighting,8/25/2017,Coyote sunning itself in the neighbours ditch.,Complete
-79.69831056,43.42266016,,Sighting,8/28/2017,,Complete
-79.69059134,43.42578452,,Sighting,8/29/2017,Bald coyote with severe mange.  Scratching at side of the road. Seen at Lakeshore and Fourth Line.,Complete
-79.70186434,43.42237336,,Encounter,8/27/2017,"A male Coyote was sleeping on  grass adjacent to the sidewalk. His mange is bad, only  some hair left on his head. We both jumped 5 feet in opposite directions once realising the presence of the other. His mange is very advanced and needs help.",Complete
-79.70062085,43.42436623,,Sighting,8/27/2017,Looked very thin and not that healthy. Sitting on lawn and rolling about. Time was 10:30AM,Complete
